GameID,Champion,Player,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost
61466,Kennen,Zeus,TOP,18,1,3,2,1,358,30,,7.7,15572,336,19.6%,55,17,13,6,6,1.19,0.37,0.13,0.28,12.1%,24176,2274,21823,79,522,21%,0.06,23.1%,,0,0,0,0,-752,-20,-1017,0,0,0,0,4195,0,16720,0,14,192,19361,88,8,29,0,50
61466,Poppy,Oner,JUNGLE,17,6,1,6,12,220,193,,4.7,14466,312,18.2%,77,18,20,17,16,1.66,0.39,0.37,0.43,17%,14224,11506,2034,684,307,12.4%,0.26,92.3%,,0,0,0,0,1059,14,-104,0,0,0,0,17244,0,117445,1671,47,1075,37660,21,19,40,0,100
61466,Corki,Faker,MID,18,4,3,5,3,475,36,,10.3,20597,445,25.9%,77,19,18,4,4,1.66,0.41,0.09,0.39,17%,36524,26084,5441,4999,788,31.8%,0.19,69.2%,,0,0,0,0,1793,36,850,1,0,10446,10446,11174,0,24611,0,2,89,27122,83,8,26,450,800
61466,Jhin,Gumayusi,ADC,18,2,1,8,10,492,40,,10.6,19264,416,24.3%,43,14,12,3,3,0.93,0.3,0.06,0.26,9.5%,35863,29946,5917,0,774,31.2%,0.22,76.9%,,0,0,0,0,-1091,-8,-385,0,1,0,0,11365,0,15978,0,53,339,21802,53,6,29,100,300
61466,Leona,Keria,SUPPORT,13,0,4,5,1.3,44,0,,0.9,9474,204,11.9%,201,119,21,36,35,4.34,2.57,0.78,0.45,44.4%,4238,718,2782,738,91,3.7%,0.11,38.5%,,0,0,0,0,65,1,544,0,0,719,719,1242,0,29185,0,21,78,25535,119,39,58,0,0
61466,Renekton,kingen,TOP,18,2,3,2,1.3,388,24,,8.4,17450,377,20.7%,78,23,19,19,19,1.68,0.5,0.41,0.41,15.9%,9704,8204,1500,0,209,10.4%,0.09,33.3%,,0,0,0,0,752,20,1017,0,0,5264,5264,11749,0,48804,0,17,322,40090,103,20,42,0,0
61466,Maokai,Lucid,JUNGLE,18,2,2,9,5.5,218,187,,4.7,14468,312,17.1%,81,25,18,23,23,1.75,0.54,0.5,0.39,16.5%,15354,1011,13880,463,331,16.4%,0.24,91.7%,,0,0,0,0,-1059,-14,104,0,1,449,449,28815,0,53952,0,57,581,58130,60,26,45,350,0
61466,Taliyah,ShowMaker,MID,18,2,3,8,3.3,367,39,,7.9,17457,377,20.7%,91,29,17,13,13,1.96,0.63,0.28,0.37,18.5%,23502,957,22110,435,507,25.1%,0.22,83.3%,,0,0,0,0,-1793,-36,-850,-1,0,1896,1896,3113,1041,11652,0,38,668,15537,29,17,41,100,100
61466,Miss Fortune,Aiming,ADC,18,6,1,2,8,537,60,,11.6,24248,523,28.7%,75,15,26,5,5,1.62,0.32,0.11,0.56,15.3%,38948,37745,1149,54,841,41.7%,0.17,66.7%,,1,0,0,0,1091,8,385,0,0,17042,17042,4462,0,36332,0,8,327,8817,53,7,29,800,450
61466,Braum,Kellin,SUPPORT,15,0,4,7,1.8,37,0,,0.8,10746,232,12.7%,166,80,17,20,20,3.58,1.73,0.43,0.37,33.8%,5957,308,5649,0,129,6.4%,0.15,58.3%,,0,0,0,0,-65,-1,-544,0,0,456,456,2172,398,28204,2492,36,169,30483,123,23,42,0,0
61469,Renekton,PerfecT,TOP,16,4,0,8,Perfect KDA,252,0,,8,12104,383,18.6%,39,13,9,9,9,1.23,0.41,0.28,0.28,15.4%,17309,14909,2027,373,547,16.4%,0.38,42.9%,,1,0,0,0,49,17,382,0,0,1124,1124,9914,0,30797,0,22,76,29661,0,10,26,100,0
61469,Nidalee,Pyosik,JUNGLE,16,7,2,14,10.5,225,201,,7.1,13376,423,20.6%,51,7,16,6,6,1.61,0.22,0.19,0.51,20.2%,16944,630,14376,1938,536,16%,0.66,75%,,0,0,0,0,-1030,-12,-270,0,0,2653,2653,32672,8020,20291,0,8,140,35090,38,7,23,0,0
61469,Corki,Bdd,MID,17,13,3,9,7.3,292,20,,9.2,18178,575,28%,32,14,6,4,4,1.01,0.44,0.13,0.19,12.6%,36406,25570,6648,4188,1151,34.4%,0.7,78.6%,1,3,0,0,0,1855,4,724,1,0,20076,20076,8520,0,13662,0,3,75,22666,76,7,27,50,750
61469,Senna,Deft,ADC,14,3,0,22,Perfect KDA,58,0,,1.8,10867,344,16.7%,92,42,12,10,10,2.91,1.33,0.32,0.38,36.4%,21428,19891,634,903,678,20.3%,0.79,89.3%,,0,0,0,0,-1773,-115,-2247,-3,0,4471,4471,13546,6133,5790,2461,36,239,12413,0,12,27,0,0
61469,Ornn,BeryL,SUPPORT,14,1,2,15,8,184,0,,5.8,10395,329,16%,39,19,4,6,6,1.23,0.6,0.19,0.13,15.4%,13679,4091,9052,536,433,12.9%,0.51,57.1%,,0,0,0,0,1465,93,1888,2,0,617,617,2465,106,38569,0,35,410,37968,52,7,23,150,0
61469,Gnar,Doran,TOP,15,1,5,0,0.2,203,0,,6.4,10136,321,18.3%,31,10,5,4,4,0.98,0.32,0.13,0.16,12.6%,20056,14664,4740,652,634,21.8%,0.03,14.3%,,0,0,0,0,-49,-17,-382,0,0,4081,4081,5818,0,25327,0,27,456,27640,219,5,19,0,0
61469,Shyvana,Peanut,JUNGLE,15,3,6,3,1,227,190,,7.2,11712,370,21.1%,46,9,14,7,7,1.45,0.28,0.22,0.44,18.6%,27362,2989,22577,1796,865,29.8%,0.19,85.7%,,0,0,0,0,1030,12,270,0,0,1564,1564,19310,0,28816,0,7,163,42453,165,9,27,200,150
61469,Lucian,Zeka,MID,15,1,7,3,0.6,259,7,,8.2,11911,377,21.5%,29,17,5,7,7,0.92,0.54,0.22,0.16,11.7%,18101,16387,1662,52,573,19.7%,0.13,57.1%,,0,0,0,0,-1855,-4,-724,-1,0,3383,3383,5987,0,12037,0,2,61,23735,198,9,29,0,0
61469,Zeri,Viper,ADC,16,1,5,2,0.6,322,12,,10.2,13326,421,24%,45,14,14,5,5,1.42,0.44,0.16,0.44,18.2%,21879,12865,8734,280,692,23.8%,0.09,42.9%,,0,0,0,0,1773,115,2247,3,0,1759,1759,6586,0,12124,0,5,239,20006,120,7,21,0,150
61469,Rell,Delight,SUPPORT,12,1,5,4,1,24,0,,0.8,8388,265,15.1%,96,51,6,15,13,3.04,1.61,0.47,0.19,38.9%,4425,656,3073,696,140,4.8%,0.16,71.4%,,0,0,0,0,-1465,-93,-1888,-2,0,2032,2032,746,0,19736,0,24,35,22503,87,18,32,550,0
61472,Jayce,Frog,TOP,16,3,1,4,7,259,12,,8.6,12698,423,21.8%,33,15,4,5,5,1.1,0.5,0.17,0.13,11.6%,19398,17299,1358,741,646,30.8%,0.23,87.5%,1,1,0,0,0,281,3,382,0,0,7482,7482,4388,0,7957,0,10,162,11206,48,8,24,0,200
61472,Nidalee,Sponge,JUNGLE,15,0,0,3,Perfect KDA,254,216,,8.5,11358,378,19.5%,66,9,32,8,7,2.2,0.3,0.27,1.07,23.2%,12062,137,9849,2076,402,19.2%,0.1,37.5%,,0,0,0,0,1048,44,1788,2,0,4548,4548,26419,4366,16091,0,9,255,27236,0,8,21,0,0
61472,Tristana,Kyeahoo,MID,17,2,1,3,5,289,11,,9.6,13055,435,22.4%,29,12,9,4,3,0.97,0.4,0.13,0.3,10.2%,14482,12724,1351,407,482,23%,0.17,62.5%,,0,0,0,0,-305,-19,-652,-1,0,10537,10537,7736,0,12008,0,4,161,15173,35,5,21,0,0
61472,Ashe,Teddy,ADC,17,2,0,3,Perfect KDA,348,12,,11.6,13716,457,23.5%,48,15,15,6,6,1.6,0.5,0.2,0.5,16.9%,14386,11362,1885,1139,479,22.9%,0.17,62.5%,,0,0,0,0,300,17,-77,0,0,2784,2784,3676,0,9715,0,30,977,8494,0,8,24,100,0
61472,Alistar,Pleata,SUPPORT,12,1,0,6,Perfect KDA,33,0,,1.1,7530,251,12.9%,108,57,16,14,14,3.6,1.9,0.47,0.53,38%,2613,285,1796,532,87,4.2%,0.23,87.5%,,0,0,0,0,30,6,770,1,0,341,341,6343,2408,13742,0,19,83,14197,0,16,31,0,0
61472,Gnar,Morgan,TOP,16,1,2,0,0.5,277,4,,9.2,10536,351,21.8%,41,12,10,8,7,1.37,0.4,0.27,0.33,14.6%,7300,5903,1267,130,243,17.2%,0.03,50%,,0,0,0,0,-281,-3,-382,0,0,142,142,3067,0,13988,0,13,454,16859,45,9,27,200,0
61472,Shyvana,YoungJae,JUNGLE,14,0,1,1,1,206,172,,6.9,9177,306,19%,46,14,11,12,12,1.53,0.47,0.4,0.37,16.4%,11054,192,9625,1237,368,26.1%,0.03,50%,,0,0,0,0,-1048,-44,-1788,-2,0,0,0,15832,0,16990,0,4,115,27781,43,13,31,0,0
61472,Lucian,FATE,MID,16,1,1,1,2,287,8,,9.6,11481,382,23.8%,32,12,8,5,4,1.07,0.4,0.17,0.27,11.4%,10364,8900,1464,0,345,24.5%,0.07,100%,,0,0,0,0,305,19,652,1,0,5768,5768,7149,0,10039,0,0,14,17812,45,6,22,0,50
61472,Miss Fortune,Samver,ADC,15,0,1,0,0,292,0,,9.7,10830,361,22.5%,33,14,12,5,5,1.1,0.47,0.17,0.4,11.7%,10053,9109,944,0,335,23.7%,0,0%,,0,0,0,0,-300,-17,77,0,0,0,0,4506,0,16108,0,6,86,9738,45,6,22,0,50
61472,Rakan,Pollu,SUPPORT,9,0,3,2,0.7,25,0,,0.8,6207,207,12.9%,129,77,15,14,13,4.3,2.56,0.47,0.5,45.9%,3605,610,2995,0,120,8.5%,0.07,100%,,0,0,0,0,-30,-6,-770,-1,0,0,0,3965,1273,11052,1524,12,31,14644,45,16,33,0,0
61475,Rumble,Clear,TOP,14,0,5,2,0.4,188,0,,6.6,9146,319,18.5%,10,6,0,2,1,0.35,0.21,0.07,0,5%,11767,198,11569,0,411,18%,0.07,25%,,0,0,0,0,-634,-23,-1274,-1,0,2248,2248,2378,182,17230,0,10,237,19963,134,4,20,0,0
61475,Shyvana,Raptor,JUNGLE,13,2,7,2,0.6,177,149,,6.2,9967,348,20.2%,37,10,10,8,8,1.29,0.35,0.28,0.35,18.6%,15581,1694,12677,1210,544,23.9%,0.14,50%,,0,0,0,0,488,3,-56,0,0,5324,5324,16164,0,25307,0,6,146,40449,262,9,28,0,0
61475,Lucian,Clozer,MID,16,1,1,4,5,266,0,,9.3,11328,395,23%,27,12,5,3,2,0.94,0.42,0.1,0.17,13.6%,18897,16742,2155,0,660,29%,0.17,62.5%,1,0,0,0,0,-1571,-8,280,1,0,958,958,7101,0,14522,0,1,24,24593,35,6,23,50,0
61475,Kai,Hena,ADC,14,5,3,2,2.3,206,1,,7.2,11988,418,24.3%,34,12,9,2,2,1.19,0.42,0.07,0.31,17.1%,16826,12357,4211,258,587,25.8%,0.24,87.5%,1,0,1,0,0,-3813,-33,-1370,-1,0,3009,3009,5406,0,11591,0,2,28,20922,82,4,25,700,0
61475,Alistar,Duro,SUPPORT,11,0,7,5,0.7,17,0,,0.6,6905,241,14%,91,53,8,19,18,3.18,1.85,0.66,0.28,45.7%,2170,207,1963,0,76,3.3%,0.17,62.5%,,0,0,0,0,-766,-5,-1246,-1,0,47,47,7451,4891,35969,0,29,77,31566,154,21,36,0,0
61475,Kennen,Kiin,TOP,16,2,0,6,Perfect KDA,283,20,,9.9,12115,423,19.8%,51,17,12,7,7,1.78,0.59,0.24,0.42,19.4%,14853,7304,6685,864,518,13.4%,0.28,34.8%,,0,0,0,0,634,23,1274,1,0,7007,7007,8219,0,19781,0,16,205,16261,0,9,24,0,0
61475,Maokai,Canyon,JUNGLE,13,0,4,15,3.8,134,124,,4.7,8440,295,13.8%,47,14,7,10,9,1.64,0.49,0.35,0.24,17.9%,7948,661,7047,240,277,7.2%,0.52,65.2%,,0,0,0,0,-488,-3,56,0,0,727,727,18180,0,38965,1894,48,437,38239,134,11,26,0,0
61475,Draven,Chovy,MID,16,10,1,5,15,269,38,,9.4,15610,545,25.5%,38,11,6,2,2,1.33,0.38,0.07,0.21,14.4%,29261,27952,331,978,1021,26.4%,0.52,65.2%,,2,0,0,0,1571,8,-280,-1,0,7369,7369,8543,0,24740,0,12,123,14028,12,3,21,0,50
61475,Zeri,Peyz,ADC,16,11,1,10,21,320,52,,11.2,16981,593,27.7%,30,10,10,3,3,1.05,0.35,0.1,0.35,11.4%,50345,32675,15558,2112,1757,45.5%,0.73,91.3%,,3,0,0,0,3813,33,1370,1,0,14383,14383,11087,0,26153,0,19,273,22156,41,4,21,0,700
61475,Lulu,Lehends,SUPPORT,12,0,2,23,11.5,21,0,,0.7,8158,285,13.3%,97,52,9,11,11,3.39,1.82,0.38,0.31,36.9%,8306,1148,5785,1373,290,7.5%,0.8,100%,,0,0,0,0,766,5,1246,1,0,1596,1596,3765,2542,8871,8327,30,274,9237,55,13,27,0,0
61478,Gnar,Mihile,TOP,16,1,3,0,0.3,260,4,,9.3,10160,362,22%,22,9,3,3,3,0.78,0.32,0.11,0.11,10%,7623,6287,1252,84,272,17.6%,0.04,25%,,0,0,0,0,-1397,-26,-902,-1,0,2113,2113,3129,0,11974,0,14,436,16144,20,4,20,0,0
61478,Ivern,Sylvie,JUNGLE,14,0,0,4,Perfect KDA,166,148,,5.9,8672,309,18.8%,45,11,13,10,8,1.61,0.39,0.36,0.46,20.5%,5354,1268,2038,2048,191,12.4%,0.14,100%,,0,0,0,0,-491,-10,-548,-1,0,163,163,8043,2687,4273,6341,29,245,5868,0,11,23,0,0
61478,Corki,Fisher,MID,15,1,3,3,1.3,274,0,,9.8,10393,371,22.5%,30,10,10,1,1,1.07,0.36,0.04,0.36,13.6%,15839,10484,3951,1404,565,36.5%,0.14,100%,,0,0,0,0,391,12,68,0,0,2099,2099,4514,0,11079,0,1,45,18601,128,2,17,0,0
61478,Kai,Jiwoo,ADC,15,2,2,2,2,295,24,,10.5,11283,402,24.4%,29,14,6,5,5,1.03,0.5,0.18,0.21,13.2%,11513,8323,3190,0,411,26.6%,0.14,100%,,0,0,0,0,-227,-13,174,0,0,1249,1249,5860,0,6878,0,0,55,14558,88,7,24,250,50
61478,Alistar,GuGer,SUPPORT,10,0,3,3,1,37,0,,1.3,5720,204,12.4%,94,47,12,11,10,3.35,1.68,0.39,0.43,42.7%,3022,190,2832,0,108,7%,0.11,75%,,0,0,0,0,-300,7,-411,0,0,0,0,3861,1496,16618,0,21,84,17522,45,13,25,0,0
61478,Kennen,Doran,TOP,16,4,0,7,Perfect KDA,250,4,,8.9,12648,451,22.6%,32,14,3,8,8,1.14,0.5,0.29,0.11,12.4%,21627,2553,19074,0,771,38%,0.39,100%,2,1,0,0,0,1397,26,902,1,0,9270,9270,4574,421,8731,0,15,82,13885,0,9,25,0,0
61478,Vi,Peanut,JUNGLE,15,1,1,4,5,220,202,,7.8,10758,384,19.2%,38,8,10,6,6,1.36,0.29,0.21,0.36,14.7%,5447,5255,0,192,194,9.6%,0.18,45.5%,,0,0,0,0,491,10,548,1,0,3027,3027,14951,0,33735,0,12,271,26589,36,7,23,0,0
61478,Ahri,Zeka,MID,16,0,1,0,0,285,0,,10.2,10958,391,19.6%,42,17,9,5,5,1.5,0.61,0.18,0.32,16.2%,8286,997,6166,1123,296,14.6%,0,0%,,0,0,0,0,-391,-12,-68,0,0,710,710,3134,0,5494,0,10,56,11021,52,7,25,0,250
61478,Zeri,Viper,ADC,16,5,0,1,Perfect KDA,316,5,,11.3,14389,513,25.7%,52,11,19,2,2,1.85,0.39,0.07,0.68,20.1%,16540,11029,4975,536,590,29%,0.21,54.5%,,2,0,0,0,227,13,-174,0,0,6882,6882,5796,0,5771,0,6,115,10137,0,3,19,50,0
61478,Poppy,Delight,SUPPORT,11,1,2,2,1.5,30,0,,1.1,7211,257,12.9%,95,54,9,18,16,3.39,1.93,0.64,0.32,36.7%,5040,3708,860,472,180,8.9%,0.11,27.3%,,0,0,0,0,300,-7,411,0,0,3979,3979,890,0,8168,0,12,120,10207,46,20,34,0,0
61481,Lee Sin,kingen,TOP,13,1,3,4,1.7,155,12,,6.4,7507,312,15.3%,18,9,2,3,3,0.75,0.37,0.12,0.08,10.7%,10170,8152,1535,483,423,10.5%,0.21,25%,,0,0,0,0,-584,-23,-266,0,0,2208,2208,4113,0,18502,346,11,144,18301,116,4,16,0,0
61481,Sejuani,Lucid,JUNGLE,14,2,1,12,14,166,144,,6.9,9294,386,19%,38,16,6,13,13,1.58,0.66,0.54,0.25,22.5%,13645,7139,4343,2163,567,14.1%,0.58,70%,1,0,0,0,0,134,12,831,0,0,4859,4859,13284,248,30489,0,29,339,24529,16,14,32,0,0
61481,Azir,ShowMaker,MID,14,0,2,2,1,228,0,,9.5,9668,402,19.8%,19,12,4,5,5,0.79,0.5,0.21,0.17,11.2%,21411,363,20435,613,890,22.1%,0.08,10%,,0,0,0,0,441,32,1590,2,0,7283,7283,388,0,10816,0,13,421,11055,83,7,21,0,200
61481,Ezreal,Aiming,ADC,14,15,1,2,17,251,5,,10.4,15398,640,31.5%,27,9,8,2,2,1.12,0.37,0.08,0.33,16%,43601,28897,12411,2293,1812,45%,0.71,85%,2,1,1,1,0,2929,44,2014,2,0,8732,8732,4056,0,9151,0,8,168,14135,44,3,24,50,700
61481,Karma,Kellin,SUPPORT,10,2,4,11,3.3,22,0,,0.9,7055,293,14.4%,67,31,7,9,7,2.78,1.29,0.37,0.29,39.6%,8126,946,7072,108,338,8.4%,0.54,65%,,0,0,0,0,806,0,77,0,0,334,334,3594,567,9304,2242,29,136,15486,94,11,23,0,0
61481,Gnar,DuDu,TOP,14,2,3,4,2,180,0,,7.5,9027,375,21.7%,14,7,2,3,2,0.58,0.29,0.12,0.08,10.1%,19647,15153,3988,506,816,31.7%,0.25,54.5%,1,0,0,0,0,584,23,266,0,0,1974,1974,3770,0,16621,0,24,307,21401,109,6,23,0,0
61481,Zac,Cuzz,JUNGLE,12,2,4,5,1.8,141,127,,5.9,8010,333,19.3%,24,8,5,5,5,1,0.33,0.21,0.21,17.4%,10337,705,8464,1168,430,16.7%,0.29,63.6%,,1,0,0,0,-134,-12,-831,0,0,339,339,44841,244,37220,0,30,443,41292,112,6,22,200,0
61481,Zeri,Bulldog,MID,14,6,4,1,1.8,203,0,,8.4,10930,454,26.3%,24,8,6,3,2,1,0.33,0.12,0.25,17.4%,15078,8551,6153,374,627,24.3%,0.29,63.6%,,0,0,0,0,-441,-32,-1590,-2,0,948,948,6314,0,10847,0,2,110,21555,88,7,19,700,50
61481,Ashe,Leaper,ADC,12,1,5,4,1,167,0,,6.9,8082,336,19.4%,13,5,3,0,0,0.54,0.21,0,0.12,9.4%,11583,10210,1225,148,481,18.7%,0.21,45.5%,,0,0,0,0,-2929,-44,-2014,-2,0,370,370,2877,0,9026,0,32,528,16156,128,1,19,0,0
61481,Leona,Andil,SUPPORT,9,0,4,8,2,25,0,,1,5513,229,13.3%,63,28,12,6,6,2.62,1.16,0.25,0.5,45.7%,5287,1058,3583,646,220,8.5%,0.33,72.7%,,0,0,0,0,-806,0,-77,0,0,256,256,281,0,15049,0,28,41,18916,87,8,22,0,0
61484,Mordekaiser,Zeus,TOP,18,3,4,4,1.8,279,0,,6.6,14185,335,18.4%,48,19,6,7,6,1.13,0.45,0.17,0.14,13%,16858,1496,15097,265,398,11.1%,0.17,38.9%,,1,0,0,0,-351,-14,-459,0,0,207,207,13172,0,45660,0,12,314,35706,191,9,31,150,100
61484,Lillia,Oner,JUNGLE,18,5,2,9,7,310,247,,7.3,16680,394,21.7%,48,9,10,7,7,1.13,0.21,0.17,0.24,13%,42087,922,32297,8868,994,27.7%,0.33,77.8%,,0,0,0,0,130,13,148,1,0,492,492,43597,0,46521,0,37,630,61375,61,10,27,50,400
61484,Corki,Faker,MID,18,6,3,8,4.7,368,32,,8.7,17911,423,23.2%,49,19,10,5,5,1.16,0.45,0.12,0.24,13.3%,50129,36717,7695,5717,1184,33.1%,0.33,77.8%,1,0,0,0,0,-426,-6,148,0,0,8431,8431,13794,0,22627,0,2,92,33879,123,6,28,300,600
61484,Kalista,Gumayusi,ADC,18,4,3,8,4,364,28,,8.6,18026,426,23.4%,57,18,19,8,8,1.35,0.43,0.19,0.45,15.5%,34487,28847,4267,1373,815,22.7%,0.28,66.7%,,0,0,0,0,1365,104,1141,1,0,2938,2938,11319,0,31178,0,26,520,28117,112,10,29,650,250
61484,Nautilus,Keria,SUPPORT,15,0,4,13,3.3,36,0,,0.9,10235,242,13.3%,166,98,19,27,25,3.92,2.31,0.64,0.45,45.1%,8107,1685,4232,2190,192,5.3%,0.31,72.2%,,0,0,0,0,-1175,-107,-1674,-2,0,1981,1981,3551,0,48662,1223,68,412,33156,132,30,49,0,0
61484,K,Kiin,TOP,18,2,8,9,1.4,302,0,,7.1,15581,368,19.7%,58,19,14,11,10,1.37,0.45,0.26,0.33,13.3%,22844,17223,3330,2291,540,15.5%,0.26,68.8%,,0,0,0,0,351,14,459,0,0,657,657,4881,0,95759,214,42,1933,50372,300,15,35,800,50
61484,Nidalee,Canyon,JUNGLE,18,2,1,12,14,304,258,,7.2,15157,358,19.2%,89,17,23,15,14,2.1,0.4,0.35,0.54,20.4%,26962,1351,21258,4353,637,18.3%,0.33,87.5%,,0,0,0,0,-130,-13,-148,-1,0,4875,4875,45141,11258,38882,0,16,307,50261,47,18,33,0,0
61484,Zeri,Chovy,MID,18,6,3,7,4.3,480,29,,11.3,21163,500,26.7%,84,13,31,2,2,1.98,0.31,0.05,0.73,19.2%,39541,24321,14325,895,934,26.8%,0.31,81.3%,,0,1,0,0,426,6,-148,0,0,5117,5117,17585,0,33860,0,9,239,35566,108,5,33,150,1050
61484,Senna,Peyz,ADC,17,6,1,10,16,103,8,,2.4,14935,353,18.9%,148,66,20,13,13,3.5,1.56,0.31,0.47,33.9%,49065,46896,496,1673,1159,33.3%,0.38,100%,,2,0,0,0,-1365,-104,-1141,-1,0,5263,5263,21019,8491,12294,3253,46,455,20757,41,18,38,400,50
61484,Ornn,Lehends,SUPPORT,17,0,5,13,2.6,242,0,,5.7,12281,290,15.5%,58,32,6,17,17,1.37,0.76,0.4,0.14,13.3%,8949,2442,6124,383,211,6.1%,0.31,81.3%,,0,0,0,0,1175,107,1674,2,0,439,439,4149,248,59757,0,31,2203,46758,228,19,40,0,0
61487,Gnar,Clear,TOP,15,4,0,6,Perfect KDA,214,8,,9.6,10286,463,21.2%,15,7,2,1,1,0.68,0.32,0.05,0.09,7.9%,10923,10346,577,0,492,17.6%,0.45,45.5%,,1,0,0,0,189,1,239,0,0,8493,8493,4803,0,11462,0,16,346,14597,0,2,16,0,0
61487,Lee Sin,Raptor,JUNGLE,14,9,1,8,17,149,141,,6.7,10684,481,22%,35,16,6,9,9,1.58,0.72,0.41,0.27,18.3%,16396,13664,2050,682,739,26.4%,0.77,77.3%,1,1,0,0,0,1711,-1,655,1,0,5341,5341,18987,0,25235,168,17,454,25894,38,10,25,0,500
61487,Taliyah,Clozer,MID,15,6,1,12,18,213,0,,9.6,11738,529,24.2%,31,10,8,4,3,1.4,0.45,0.18,0.36,16.2%,16493,725,15668,100,743,26.5%,0.81,81.8%,,1,0,0,0,1422,-11,884,0,0,3916,3916,2892,0,7559,0,22,428,14572,0,6,22,0,650
61487,Ashe,Hena,ADC,13,1,0,10,Perfect KDA,207,4,,9.3,9074,409,18.7%,43,13,17,6,6,1.94,0.59,0.27,0.77,22.5%,12579,11108,1471,0,567,20.2%,0.5,50%,,0,0,0,0,-187,5,-98,0,0,5639,5639,2098,0,3947,0,34,485,6619,0,9,22,0,0
61487,Leona,Duro,SUPPORT,11,2,0,10,Perfect KDA,17,0,,0.8,6692,301,13.8%,67,32,9,11,10,3.02,1.44,0.5,0.41,35.1%,5800,1399,4022,379,261,9.3%,0.54,54.5%,,0,0,0,0,29,-17,434,1,0,2501,2501,1055,0,9821,0,32,53,10360,0,13,25,0,0
61487,Jayce,Frog,TOP,13,0,4,1,0.3,191,4,,8.6,7115,320,20.1%,21,9,6,4,3,0.95,0.41,0.18,0.27,12.1%,9851,8196,1655,0,444,22.2%,0.05,50%,,0,0,0,0,-189,-1,-239,0,0,0,0,893,0,7475,0,6,53,11508,136,6,21,0,0
61487,Shyvana,Sponge,JUNGLE,12,0,5,1,0.2,144,122,,6.5,6781,305,19.2%,29,6,9,5,4,1.31,0.27,0.23,0.41,16.8%,9658,1011,7661,986,435,21.8%,0.05,50%,,0,0,0,0,-1711,1,-655,-1,0,1314,1314,10800,0,16830,0,6,177,26471,106,6,19,0,0
61487,Corki,Kyeahoo,MID,12,0,6,1,0.2,190,0,,8.6,7293,329,20.6%,16,7,4,4,3,0.72,0.32,0.18,0.18,9.2%,13534,8486,4336,712,610,30.6%,0.05,50%,,0,0,0,0,-1422,11,-884,0,0,2228,2228,2477,0,10491,0,0,13,16927,146,5,20,0,0
61487,Miss Fortune,Teddy,ADC,12,2,2,0,1,198,0,,8.9,9329,420,26.4%,25,10,5,3,3,1.13,0.45,0.14,0.23,14.5%,8232,7901,331,0,371,18.6%,0.09,100%,,0,0,0,0,187,-5,98,0,0,1099,1099,1470,0,6568,0,3,45,7810,75,5,17,1150,0
61487,Rakan,Pleata,SUPPORT,10,0,5,0,0,35,0,,1.6,4825,217,13.7%,82,46,13,7,6,3.69,2.07,0.32,0.59,47.4%,3018,342,2676,0,136,6.8%,0,0%,,0,0,0,0,-29,17,-434,-1,0,424,424,3628,1560,14029,1099,16,48,15984,71,9,21,0,0
61490,Renekton,Morgan,TOP,18,2,0,9,Perfect KDA,324,19,,10.5,14942,485,24.5%,39,9,15,7,6,1.27,0.29,0.23,0.49,13.9%,16405,13695,1832,878,533,21.2%,0.36,68.8%,,0,0,0,0,1390,26,1055,1,0,12946,12946,11727,0,24938,0,17,195,25768,0,8,22,0,0
61490,Viego,YoungJae,JUNGLE,15,5,0,8,Perfect KDA,209,175,,6.8,12064,392,19.8%,57,14,22,17,11,1.85,0.45,0.55,0.71,20.3%,12895,10501,1171,1223,419,16.7%,0.42,81.3%,,1,0,0,0,1160,26,1084,1,0,2201,2201,22367,0,21840,436,21,299,31022,0,12,30,0,0
61490,LeBlanc,FATE,MID,16,6,0,6,Perfect KDA,233,0,,7.6,13482,438,22.1%,53,22,15,4,4,1.72,0.71,0.13,0.49,18.9%,26059,1241,22428,2390,847,33.7%,0.39,75%,,2,0,0,0,1141,8,1066,1,0,4461,4461,4875,0,8568,0,12,109,14779,0,9,24,0,0
61490,Ashe,Envyy,ADC,16,2,3,10,4,274,8,,8.9,12438,404,20.4%,39,14,9,9,8,1.27,0.45,0.29,0.29,13.9%,16157,12811,2214,1132,525,20.9%,0.39,75%,,0,0,0,0,406,-6,810,1,0,2212,2212,3343,0,8551,0,52,916,13211,24,11,25,0,150
61490,Braum,Pollu,SUPPORT,12,1,1,14,15,20,0,,0.6,7964,259,13.1%,93,51,10,17,16,3.02,1.66,0.55,0.32,33.1%,5809,1063,3897,849,189,7.5%,0.49,93.8%,,0,0,0,0,-51,-7,-118,0,0,137,137,3681,876,13077,1108,35,215,16549,27,19,33,0,0
