GameID,Champion,Player,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost
62086,Corki,Zeka,MID,15,1,1,2,3,265,22,,10,10593,400,23.9%,35,13,6,4,4,1.32,0.49,0.15,0.23,15.8%,19960,10963,7676,1321,754,40%,0.11,75%,,0,0,0,0,293,10,348,0,0,4553,4553,4689,0,7618,0,0,13,12248,0,6,23,0,0
62086,Zeri,Viper,ADC,14,2,1,0,2,300,12,,11.3,10999,416,24.8%,33,10,11,3,1,1.25,0.38,0.11,0.42,14.9%,13065,7966,4409,690,494,26.2%,0.08,50%,,0,0,0,0,228,-3,108,0,0,1098,1098,5200,0,5699,0,7,176,11679,0,5,24,0,50
62086,Rakan,Delight,SUPPORT,9,0,1,2,2,31,0,,1.2,5516,208,12.5%,108,65,10,13,11,4.08,2.46,0.49,0.38,48.6%,2971,601,2370,0,112,6%,0.08,50%,,0,0,0,0,59,-3,264,0,0,0,0,4681,1478,8636,1139,9,24,11937,22,16,28,0,0
62086,Nasus,Kiin,TOP,15,1,1,6,7,206,1,,7.8,10559,399,20.2%,26,11,3,5,5,0.98,0.42,0.19,0.11,11.5%,16686,8258,8176,252,630,27.1%,0.26,70%,,0,0,0,0,327,-2,572,0,0,9027,9027,11039,0,31016,0,12,332,25644,8,8,28,0,0
62086,Nidalee,Canyon,JUNGLE,15,3,0,7,Perfect KDA,208,189,,7.9,11076,418,21.2%,37,7,16,7,6,1.4,0.26,0.26,0.6,16.4%,14904,633,12159,2112,563,24.2%,0.38,100%,,0,0,0,0,-261,7,367,0,1,4396,4396,24337,5198,16557,0,6,221,26091,0,8,22,0,0
62086,Tristana,Chovy,MID,16,3,1,5,8,276,21,,10.4,12090,457,23.1%,35,13,11,4,4,1.32,0.49,0.15,0.42,15.5%,15985,14219,992,774,604,26%,0.3,80%,,1,0,0,0,-293,-10,-348,0,0,13993,13993,9995,0,9084,0,5,73,17050,16,5,19,0,0
62086,Miss Fortune,Peyz,ADC,15,2,0,5,Perfect KDA,294,12,,11.1,11445,432,21.9%,34,9,11,2,2,1.28,0.34,0.08,0.42,15%,12192,11090,550,552,461,19.8%,0.26,70%,,1,0,0,0,-228,3,-108,0,0,2891,2891,2012,0,8116,0,4,136,2963,0,3,20,0,0
62086,Rell,Lehends,SUPPORT,11,1,2,5,3,37,0,,1.4,7143,270,13.7%,94,49,17,12,12,3.55,1.85,0.45,0.64,41.6%,1794,179,1447,168,68,2.9%,0.23,60%,,0,0,0,0,-59,3,-264,0,0,1060,1060,614,0,13059,0,16,47,14944,38,14,26,50,0
60040,Gnar,Rascal,TOP,16,1,4,7,2,266,24,,8.6,12291,396,23%,40,12,11,5,5,1.29,0.39,0.16,0.35,15.7%,18693,17102,1591,0,602,25.1%,0.26,88.9%,1,0,0,0,0,1342,11,857,1,0,4984,4984,5711,0,23051,0,30,525,25644,175,6,21,0,100
60040,Vi,Sponge,JUNGLE,14,1,6,6,1.2,197,180,,6.3,9963,321,18.7%,44,15,11,15,13,1.42,0.48,0.48,0.35,17.3%,5601,5205,0,396,180,7.5%,0.23,77.8%,,0,0,0,0,670,-8,232,0,0,213,213,10094,0,29585,0,12,295,27728,231,16,36,0,0
60040,Taliyah,Kyeahoo,MID,15,2,2,4,3,270,16,,8.7,11088,357,20.8%,24,8,5,6,5,0.77,0.26,0.19,0.16,9.4%,18840,771,18003,66,607,25.3%,0.19,66.7%,,0,0,0,0,-307,-25,-1425,-1,0,0,0,525,0,5776,0,25,631,9478,93,8,27,50,150
60040,Ziggs,Teddy,ADC,15,5,1,1,6,277,0,,8.9,13360,431,25%,30,17,7,7,7,0.97,0.55,0.23,0.23,11.8%,26249,394,25698,157,846,35.3%,0.19,66.7%,,1,0,0,0,1259,0,249,0,0,8222,8222,788,0,2970,0,13,232,7765,50,10,26,100,550
60040,Leona,Pleata,SUPPORT,10,0,2,4,2,45,0,,1.5,6655,214,12.5%,116,68,17,17,17,3.74,2.19,0.55,0.55,45.7%,5055,1187,3081,787,163,6.8%,0.13,44.4%,,0,0,0,0,426,14,112,0,0,470,470,2333,120,12579,0,19,50,17925,21,19,32,0,0
60040,Gangplank,kingen,TOP,17,4,4,11,3.8,232,8,,7.5,13053,421,22%,37,10,6,3,3,1.19,0.32,0.1,0.19,11.7%,28121,20668,4935,2518,906,42.4%,0.48,100%,,1,0,0,0,-1342,-11,-857,-1,0,6618,6618,7071,0,16467,0,15,362,25922,134,4,23,50,150
60040,Sejuani,Lucid,JUNGLE,15,3,0,11,Perfect KDA,183,162,,5.9,10836,349,18.3%,56,10,15,11,9,1.8,0.32,0.35,0.48,17.7%,9726,4870,3942,914,313,14.7%,0.45,93.3%,,1,0,0,0,-670,8,-232,0,0,1567,1567,23128,219,40644,0,19,380,38860,0,12,27,0,0
60040,Akali,ShowMaker,MID,18,3,0,5,Perfect KDA,317,4,,10.2,13747,443,23.2%,33,7,9,5,5,1.06,0.23,0.16,0.29,10.4%,10302,284,9910,108,332,15.6%,0.26,53.3%,,0,0,0,0,307,25,1425,1,0,4987,4987,8296,0,13493,0,2,131,18860,0,6,20,600,0
60040,Kalista,Aiming,ADC,16,5,1,8,13,297,20,,9.6,14247,459,24%,57,21,10,3,3,1.84,0.68,0.1,0.32,18%,12837,10725,1482,630,414,19.4%,0.42,86.7%,,2,0,0,0,-1259,0,-249,0,0,10409,10409,4713,0,5870,0,12,361,11588,32,5,23,150,0
60040,Renata Glasc,Kellin,SUPPORT,12,0,4,12,3,28,0,,0.9,7425,239,12.5%,134,76,15,13,13,4.32,2.45,0.42,0.48,42.3%,5265,1192,3055,1018,170,7.9%,0.39,80%,,0,0,0,0,-426,-14,-112,0,0,508,508,3281,49,10139,1972,17,163,19523,79,15,27,0,0
60043,Gangplank,Kiin,TOP,15,2,1,6,8,203,0,,8.6,10845,461,21.9%,24,11,3,5,5,1.02,0.47,0.21,0.13,12.6%,16542,12841,2621,1080,703,24.4%,0.34,53.3%,,1,0,0,0,705,-8,414,0,0,8677,8677,4099,0,9029,0,9,237,13729,32,7,20,0,100
60043,Sejuani,Canyon,JUNGLE,13,4,1,7,11,147,134,,6.2,9851,419,19.9%,34,9,5,9,8,1.44,0.38,0.38,0.21,17.9%,9002,4739,3444,819,383,13.3%,0.47,73.3%,,0,0,0,0,-148,-18,-871,0,0,3505,3505,13802,148,29242,0,15,297,27922,16,10,26,50,0
60043,Corki,Chovy,MID,15,2,0,9,Perfect KDA,225,6,,9.6,10559,449,21.3%,18,8,3,0,0,0.76,0.34,0,0.13,9.5%,20532,13415,5477,1640,872,30.3%,0.47,73.3%,,0,0,0,0,1135,29,975,1,0,6709,6709,5264,0,6505,0,0,16,10475,0,2,21,0,0
60043,Zeri,Peyz,ADC,14,6,0,3,Perfect KDA,265,12,,11.3,12160,517,24.5%,33,6,15,1,1,1.4,0.25,0.04,0.64,17.4%,17403,9431,7357,615,740,25.7%,0.38,60%,,2,0,0,0,-45,14,312,1,0,4646,4646,5352,0,5214,0,4,100,10046,0,3,20,0,0
60043,Rakan,Lehends,SUPPORT,10,1,1,6,7,15,0,,0.6,6130,260,12.4%,81,54,3,11,11,3.44,2.29,0.47,0.13,42.6%,4272,709,3563,0,182,6.3%,0.3,46.7%,,0,0,0,0,172,-10,155,0,0,987,987,4946,2163,10490,1787,19,48,10659,16,13,25,0,0
60043,Renekton,DuDu,TOP,14,0,2,0,0,220,2,,9.3,8536,363,22.5%,13,7,1,2,2,0.55,0.3,0.08,0.04,8.8%,4166,3818,348,0,177,9.7%,0,0%,,0,0,0,0,-705,8,-414,0,0,3537,3537,6924,0,15013,0,4,27,21036,71,3,21,0,0
60043,Viego,Cuzz,JUNGLE,12,3,3,0,1,168,144,,7.1,8296,353,21.9%,34,4,13,5,4,1.44,0.17,0.21,0.55,23.1%,5938,5303,333,302,252,13.8%,0.13,100%,1,0,0,0,0,148,18,871,0,0,0,0,14767,158,15513,0,6,171,25838,108,6,21,100,50
60043,Hwei,Bulldog,MID,14,0,2,1,0.5,213,4,,9.1,8102,344,21.4%,21,10,2,5,4,0.89,0.42,0.21,0.08,14.3%,17840,814,17026,0,758,41.4%,0.04,33.3%,,0,0,0,0,-1135,-29,-975,-1,0,1289,1289,1223,0,4915,0,20,639,11432,53,8,22,0,0
60043,Ezreal,Leaper,ADC,12,0,3,1,0.3,202,4,,8.6,8024,341,21.1%,16,6,5,0,0,0.68,0.25,0,0.21,10.9%,11490,8297,2987,206,488,26.7%,0.04,33.3%,,0,0,0,0,45,-14,-312,-1,0,269,269,4285,0,6454,0,1,51,13937,112,3,16,0,0
60043,Leona,Andil,SUPPORT,9,0,5,1,0.2,32,0,,1.4,4983,212,13.1%,63,25,13,7,6,2.68,1.06,0.3,0.55,42.9%,3610,715,2451,444,153,8.4%,0.04,33.3%,,0,0,0,0,-172,10,-155,0,0,0,0,1274,224,15832,0,20,39,18250,82,9,20,0,0
60046,Poppy,Clear,TOP,16,2,5,7,1.8,230,0,,6.3,11327,312,17.5%,32,13,7,8,7,0.88,0.36,0.22,0.19,9.9%,18554,10223,8331,0,511,18.4%,0.25,75%,,0,0,0,0,-404,-15,-508,-1,0,2015,2015,3631,0,74189,0,30,651,38655,190,10,26,0,0
60046,Brand,Raptor,JUNGLE,17,2,2,10,6,247,189,,6.8,12691,350,19.6%,61,9,20,7,7,1.68,0.25,0.19,0.55,18.9%,32622,625,30143,1854,899,32.3%,0.33,100%,,0,0,0,0,-311,18,286,0,0,587,587,14318,0,16852,0,53,765,29813,43,8,28,100,0
60046,Corki,Clozer,MID,18,7,1,4,11,436,8,,12,19390,534,29.9%,48,12,17,3,2,1.32,0.33,0.08,0.47,14.9%,26979,17616,6953,2410,744,26.7%,0.3,91.7%,,1,0,0,0,791,10,771,0,0,2367,2367,8147,0,16236,0,0,26,21731,0,6,31,850,700
60046,Ashe,Hena,ADC,17,1,3,6,2.3,313,0,,8.6,13529,373,20.9%,59,20,13,10,10,1.63,0.55,0.28,0.36,18.3%,19129,14813,4316,0,527,19%,0.19,58.3%,,0,0,0,0,-1072,-29,-1508,-1,0,0,0,2850,0,8715,0,45,868,14798,60,12,31,0,100
60046,Alistar,Duro,SUPPORT,14,0,4,9,2.3,28,0,,0.8,7836,216,12.1%,123,67,14,20,19,3.39,1.85,0.55,0.39,38.1%,3660,327,2430,903,101,3.6%,0.25,75%,,0,0,0,0,-56,-6,-256,0,0,0,0,11698,6672,31203,0,28,74,31697,88,22,40,0,0
60046,K,PerfecT,TOP,18,2,4,6,2,317,0,,8.7,13827,381,19.4%,48,15,9,11,9,1.32,0.41,0.3,0.25,11.7%,11000,9107,1315,578,303,9.9%,0.22,53.3%,,0,0,0,0,404,15,508,1,0,3253,3253,3739,0,72314,401,22,2872,34767,125,12,30,0,150
60046,Ivern,Pyosik,JUNGLE,16,1,1,12,13,187,169,,5.2,12986,358,18.3%,90,33,14,13,11,2.48,0.91,0.36,0.39,21.8%,10359,2392,6312,1655,286,9.3%,0.36,86.7%,,0,0,0,0,311,-18,-286,0,0,598,598,16248,8186,8081,27870,62,329,14893,51,14,32,0,0
60046,Tristana,Bdd,MID,18,5,2,5,5,354,28,,9.8,17048,470,24%,84,18,19,5,5,2.32,0.5,0.14,0.52,20.4%,29235,25993,2554,688,806,26.2%,0.28,66.7%,,1,0,0,0,-791,-10,-771,0,0,16215,16215,9181,0,19497,0,10,166,24744,92,6,28,700,350
60046,Ezreal,Deft,ADC,18,7,1,6,13,357,26,,9.8,17761,490,25%,64,19,14,7,7,1.76,0.52,0.19,0.39,15.5%,54473,32065,19764,2644,1501,48.9%,0.36,86.7%,,2,0,0,0,1072,29,1508,1,0,7965,7965,10162,0,24219,0,12,234,21504,53,8,28,100,450
60046,Rell,BeryL,SUPPORT,14,0,4,14,3.5,42,0,,1.2,9487,261,13.3%,126,54,21,17,17,3.47,1.49,0.47,0.58,30.6%,6424,543,4634,1247,177,5.8%,0.39,93.3%,,0,0,0,0,56,6,256,0,0,764,764,1444,0,34315,1120,39,67,26334,59,20,37,0,0
61072,Renekton,Clear,TOP,18,7,3,7,4.7,320,16,,10.1,16826,531,25%,35,7,8,4,3,1.1,0.22,0.13,0.25,10.2%,24057,19123,4028,906,759,26.8%,0.44,73.7%,4,1,0,0,0,2460,40,1789,1,0,9456,9456,10609,0,40182,0,33,129,35717,117,5,22,0,150
61072,Zyra,Raptor,JUNGLE,16,4,1,10,14,226,194,,7.1,12472,394,18.5%,53,10,12,8,8,1.67,0.32,0.25,0.38,15.4%,19097,1009,16128,1960,603,21.3%,0.44,73.7%,,0,0,0,0,973,-1,444,0,0,5468,5468,11412,0,11800,0,32,588,21473,36,9,23,0,100
61072,Yone,Clozer,MID,18,4,0,4,Perfect KDA,333,27,,10.5,14822,468,22%,32,11,3,5,3,1.01,0.35,0.16,0.09,9.3%,24826,15109,4983,4734,784,27.6%,0.25,42.1%,,0,1,0,0,-816,-5,-208,0,0,4402,4402,15941,0,35653,0,22,230,32307,0,6,24,0,0
61072,Zeri,Hena,ADC,17,4,2,6,5,323,21,,10.2,14905,470,22.2%,26,15,6,3,3,0.82,0.47,0.09,0.19,7.6%,18092,10390,7244,458,571,20.1%,0.32,52.6%,,0,0,0,0,277,3,899,1,0,4498,4498,6186,0,14240,0,6,228,15811,32,5,28,0,500
61072,Rakan,Duro,SUPPORT,12,0,0,12,Perfect KDA,45,0,,1.4,8232,260,12.2%,198,107,31,23,23,6.25,3.38,0.73,0.98,57.6%,3719,927,2792,0,117,4.1%,0.38,63.2%,,0,0,0,0,-15,-10,107,0,0,3135,3135,6243,2548,13862,2758,18,50,14464,0,25,40,0,0
61072,K,Mihile,TOP,16,1,7,2,0.4,251,0,,7.9,10684,337,19.6%,26,8,7,4,2,0.82,0.25,0.13,0.22,10.4%,16740,12705,3200,835,528,20.2%,0.09,50%,1,0,0,0,0,-2460,-40,-1789,-1,0,146,146,1672,0,47596,52,31,2379,35055,193,6,27,0,0
61072,Nidalee,Sylvie,JUNGLE,15,2,3,1,1,221,195,,7,10341,326,19%,57,11,22,8,8,1.8,0.35,0.25,0.69,22.9%,12484,146,10384,1954,394,15%,0.09,50%,,0,0,0,0,-973,1,-444,0,0,302,302,22553,2885,17390,0,8,148,31262,115,9,26,200,0
61072,Corki,Fisher,MID,16,1,2,1,1,307,0,,9.7,13806,436,25.4%,29,16,7,7,7,0.92,0.5,0.22,0.22,11.6%,25817,15412,6663,3742,815,31.1%,0.06,33.3%,,0,0,0,0,816,5,208,0,0,3412,3412,2697,0,9409,0,2,83,16319,46,8,29,400,0
61072,Miss Fortune,Jiwoo,ADC,16,2,3,2,1.3,321,8,,10.1,13018,411,23.9%,27,10,9,5,2,0.85,0.32,0.16,0.28,10.8%,24148,23363,603,182,762,29.1%,0.13,66.7%,1,0,0,0,0,-277,-3,-899,-1,0,3118,3118,6253,0,23356,0,5,103,17308,85,6,25,150,0
61072,Nautilus,GuGer,SUPPORT,11,0,4,3,0.8,38,0,,1.2,6584,208,12.1%,110,64,18,14,13,3.47,2.02,0.44,0.57,44.2%,3792,938,2258,596,120,4.6%,0.09,50%,,0,0,0,0,15,10,-107,0,0,691,691,686,0,19144,0,27,230,18347,67,17,31,0,0
60049,Rumble,Doran,TOP,18,8,3,2,3.3,328,10,,7.8,18561,441,23.3%,64,28,7,14,13,1.52,0.67,0.33,0.17,15.6%,26586,605,24727,1254,631,23.2%,0.24,90.9%,,0,1,0,0,2906,33,1325,1,0,7329,7329,4781,907,22173,0,10,271,21545,140,16,35,250,500
60049,Poppy,Peanut,JUNGLE,17,0,2,10,5,219,190,,5.2,13178,313,16.5%,81,11,26,11,11,1.92,0.26,0.26,0.62,19.8%,6052,4124,1208,720,144,5.3%,0.24,90.9%,,0,0,0,0,523,-2,475,0,2,1701,1701,13395,0,68974,0,21,912,36867,57,13,32,0,0
60049,Corki,Zeka,MID,18,2,3,3,1.7,433,40,,10.3,19020,452,23.9%,48,19,13,5,5,1.14,0.45,0.12,0.31,11.7%,31969,22803,6920,2246,759,27.9%,0.12,45.5%,,1,0,0,0,-573,15,-119,0,0,8016,8016,9428,0,17224,0,1,77,24299,111,8,34,600,350
60049,Ezreal,Viper,ADC,18,1,1,5,6,464,44,,11,19113,454,24%,64,18,22,4,4,1.52,0.43,0.1,0.52,15.6%,46259,27199,17077,1983,1099,40.4%,0.14,54.5%,,0,0,0,0,-947,-15,-504,-1,0,8470,8470,8408,0,20938,0,8,273,16712,39,5,25,250,100
60049,Alistar,Delight,SUPPORT,16,0,3,6,2,45,0,,1.1,9821,233,12.3%,152,82,14,22,20,3.61,1.95,0.52,0.33,37.2%,3685,467,2153,1065,88,3.2%,0.14,54.5%,,0,0,0,0,-168,17,38,0,0,538,538,8220,3970,26979,364,22,99,30436,31,25,43,0,0
60049,Gnar,Zeus,TOP,18,1,4,5,1.5,340,13,,8.1,15699,373,20.8%,58,23,15,17,15,1.38,0.55,0.4,0.36,15.1%,11863,9836,1919,108,282,12.8%,0.14,50%,,0,0,0,0,-2906,-33,-1325,-1,0,2760,2760,8663,0,29396,0,17,658,29964,55,20,42,0,50
60049,Sejuani,Oner,JUNGLE,16,2,2,7,4.5,193,148,,4.6,12080,287,16%,63,18,14,16,16,1.5,0.43,0.38,0.33,16.4%,10867,5221,4854,792,258,11.7%,0.21,75%,,0,0,0,0,-523,2,-475,0,0,0,0,14435,383,60389,406,25,323,51648,21,17,38,0,0
60049,Tristana,Faker,MID,18,2,2,4,3,423,79,,10,18643,443,24.6%,63,20,19,4,4,1.5,0.48,0.1,0.45,16.4%,30753,27749,2620,384,730,33.1%,0.14,50%,,0,0,0,0,573,-15,119,0,0,9866,9866,19080,0,22819,0,9,228,34338,45,6,27,500,400
60049,Zeri,Gumayusi,ADC,18,6,2,2,4,454,61,,10.8,19564,465,25.9%,62,18,17,5,5,1.47,0.43,0.12,0.4,16.1%,32715,22525,9742,448,777,35.2%,0.19,66.7%,,1,0,0,0,947,15,504,1,0,6842,6842,5924,0,19167,0,10,192,16731,35,7,32,450,650
60049,Lulu,Keria,SUPPORT,15,1,1,9,10,20,0,,0.5,9659,229,12.8%,139,86,9,23,21,3.3,2.04,0.55,0.21,36.1%,6842,569,5979,294,163,7.4%,0.24,83.3%,,0,0,0,0,168,-17,-38,0,0,487,487,7360,5208,7162,6663,28,274,14401,0,25,40,0,0
61075,Gnar,Morgan,TOP,15,0,3,5,1.7,221,4,,7.3,9664,317,19.6%,34,12,7,9,7,1.12,0.39,0.3,0.23,12.5%,9359,7951,1248,160,307,17.7%,0.16,55.6%,,0,0,0,0,-1439,-61,-1454,-2,0,3612,3612,4050,0,22738,0,20,381,22220,59,12,27,0,0
61075,Sejuani,YoungJae,JUNGLE,12,0,3,6,2,149,133,,4.9,8267,271,16.8%,49,15,9,12,12,1.61,0.49,0.39,0.3,18.1%,5983,3190,2328,465,196,11.3%,0.2,66.7%,,0,0,0,0,392,9,542,1,0,673,673,10528,169,41508,0,18,337,37414,103,12,30,0,0
61075,Yone,FATE,MID,16,1,3,5,2,254,20,,8.3,10825,356,22%,32,10,5,7,6,1.05,0.33,0.23,0.16,11.8%,12878,8245,2792,1841,423,24.3%,0.2,66.7%,,0,0,0,0,-90,-10,710,1,0,1984,1984,6798,0,27132,0,9,164,23272,120,8,25,0,0
61075,Zeri,Envyy,ADC,15,6,3,2,2.7,257,15,,8.4,12647,415,25.7%,31,12,5,6,4,1.02,0.39,0.2,0.16,11.4%,19934,12446,6703,785,655,37.7%,0.26,88.9%,,0,0,0,0,-1690,-50,-1536,-1,0,2308,2308,7589,0,11823,0,6,122,21780,53,8,23,750,150
61075,Rakan,Pollu,SUPPORT,10,2,2,7,4.5,31,0,,1,7862,258,16%,125,67,13,14,12,4.11,2.2,0.46,0.43,46.1%,4761,1525,3216,20,156,9%,0.3,100%,,0,0,0,0,398,7,1056,1,0,0,0,5620,2010,23372,2741,21,48,25755,57,17,30,300,50
61075,Kalista,Kiin,TOP,17,3,1,3,6,293,28,,9.6,12678,416,20.8%,33,14,9,4,4,1.08,0.46,0.13,0.3,13.3%,23569,20441,1752,1376,774,21.3%,0.2,42.9%,,0,0,0,0,1439,61,1454,2,0,5915,5915,6811,0,9288,0,17,440,12729,35,6,21,150,150
61075,Maokai,Canyon,JUNGLE,14,1,2,11,6,151,134,,5,9647,317,15.8%,45,9,12,7,6,1.48,0.3,0.23,0.39,18.1%,12885,1150,11375,360,423,11.7%,0.39,85.7%,,0,0,0,0,-392,-9,-542,-1,0,1610,1610,20168,0,28949,1578,50,490,32328,37,8,24,0,0
61075,Lucian,Chovy,MID,17,4,2,2,3,314,30,,10.3,14576,479,23.9%,44,14,9,5,5,1.44,0.46,0.16,0.3,17.7%,25603,23166,1897,540,841,23.2%,0.2,42.9%,,1,0,0,0,90,10,-710,-1,0,9073,9073,10366,0,12039,0,3,111,17746,65,6,22,0,150
61075,Ezreal,Peyz,ADC,17,5,2,6,5.5,326,13,,10.7,15923,523,26.1%,27,11,8,2,2,0.89,0.36,0.07,0.26,10.9%,40878,26955,12650,1273,1342,37%,0.36,78.6%,,1,0,0,0,1690,50,1536,1,0,9802,9802,4955,0,8805,0,5,107,14117,32,4,25,50,750
61075,Leona,Lehends,SUPPORT,12,1,2,10,5.5,26,0,,0.9,8221,270,13.5%,99,52,11,12,11,3.25,1.71,0.39,0.36,39.9%,7470,1342,5524,604,245,6.8%,0.36,78.6%,,0,0,0,0,-398,-7,-1056,-1,0,1755,1755,957,0,18541,0,42,90,15709,20,14,31,0,0
60052,Gnar,kingen,TOP,16,1,2,1,1,254,12,,8.6,10221,345,20.8%,26,6,8,0,0,0.88,0.2,0,0.27,10.2%,14358,11459,2899,0,485,22.9%,0.07,28.6%,,0,0,0,0,603,38,897,1,0,537,537,7284,0,19294,0,13,360,23889,49,3,22,0,50
60052,Sejuani,Lucid,JUNGLE,13,1,5,5,1.2,174,165,,5.9,9653,326,19.7%,43,15,7,16,14,1.45,0.51,0.54,0.24,16.8%,8009,3615,3476,918,271,12.8%,0.2,85.7%,,0,0,0,0,141,18,837,1,0,2341,2341,12214,177,34012,0,18,497,31547,131,17,31,300,0
60052,Taliyah,ShowMaker,MID,15,1,5,4,1,234,4,,7.9,10196,344,20.8%,37,17,3,8,7,1.25,0.57,0.27,0.1,14.5%,16949,699,16220,30,573,27%,0.17,71.4%,,0,0,0,0,-784,-16,-676,-1,0,780,780,877,0,9144,0,29,463,15851,146,10,28,50,50
60052,Zeri,Aiming,ADC,16,3,1,1,4,330,10,,11.1,12708,429,25.9%,50,11,19,2,2,1.69,0.37,0.07,0.64,19.5%,18988,13229,4897,862,641,30.2%,0.14,57.1%,,0,0,0,0,-262,3,8,0,0,2172,2172,6235,0,7788,0,8,153,16956,49,4,27,0,200
60052,Alistar,Kellin,SUPPORT,10,1,6,4,0.8,16,0,,0.5,6287,212,12.8%,100,54,8,19,16,3.38,1.82,0.64,0.27,39.1%,4493,429,3342,722,152,7.2%,0.17,71.4%,,0,0,0,0,-645,-2,-324,0,0,0,0,2675,1625,19170,0,35,61,20377,115,21,34,0,0
60052,Gangplank,Kiin,TOP,17,3,2,11,7,227,4,,7.7,12511,423,20.7%,40,15,2,5,5,1.35,0.51,0.17,0.07,13.5%,20037,13873,3649,2515,677,23.5%,0.47,73.7%,1,1,0,0,0,-603,-38,-897,-1,0,6090,6090,5630,0,18510,0,9,267,22050,90,6,23,0,0
60052,Ivern,Canyon,JUNGLE,15,3,1,13,16,186,171,,6.3,11314,382,18.7%,52,13,11,13,11,1.76,0.44,0.44,0.37,17.6%,8230,1749,3797,2684,278,9.7%,0.54,84.2%,,0,0,0,0,-141,-18,-837,-1,0,0,0,10628,4214,9805,14593,44,252,11795,32,14,30,50,0
60052,Tristana,Chovy,MID,18,6,1,8,14,326,14,,11,15435,521,25.5%,58,15,19,6,5,1.96,0.51,0.2,0.64,19.6%,24466,21258,2225,983,827,28.7%,0.47,73.7%,,1,0,0,0,784,16,676,1,0,11870,11870,10042,0,17263,0,10,131,19053,35,7,29,250,50
60052,Ziggs,Peyz,ADC,16,5,1,8,13,273,13,,9.2,13061,441,21.6%,28,13,3,6,5,0.95,0.44,0.2,0.1,9.5%,26435,542,25761,132,893,31%,0.44,68.4%,,1,0,0,0,262,-3,-8,0,0,5757,5757,337,0,3423,0,15,267,5337,46,8,23,0,300
60052,Leona,Lehends,SUPPORT,12,2,2,10,6,28,0,,0.9,8163,276,13.5%,118,60,17,16,16,3.99,2.03,0.54,0.57,39.9%,6036,944,4163,929,204,7.1%,0.41,63.2%,,0,0,0,0,645,2,324,0,0,1037,1037,579,0,22507,0,27,49,18770,38,18,33,0,0
61078,Rumble,Doran,TOP,18,2,2,12,7,286,14,,8.6,13821,416,20.3%,44,19,4,7,7,1.32,0.57,0.21,0.12,15.6%,23809,404,23176,229,717,26.9%,0.42,66.7%,1,0,0,0,0,1212,32,1836,2,0,4104,4104,6567,1437,19856,0,15,325,19441,45,10,29,0,150
61078,Sejuani,Peanut,JUNGLE,16,4,1,7,11,192,170,,5.8,12556,378,18.4%,52,11,14,8,8,1.57,0.33,0.24,0.42,18.4%,8727,4682,2943,1102,263,9.9%,0.33,52.4%,,0,0,0,0,704,-14,-231,0,0,1251,1251,20024,178,57646,0,26,457,43429,8,9,27,150,0
61078,Lucian,Zeka,MID,18,9,2,7,8,318,23,,9.6,17182,517,25.2%,39,18,6,8,7,1.17,0.54,0.24,0.18,13.8%,27162,24635,2342,185,818,30.7%,0.48,76.2%,,1,0,0,0,91,6,714,0,0,7753,7753,5575,0,10091,0,0,80,19038,78,9,30,0,350
61078,Jhin,Viper,ADC,17,4,0,8,Perfect KDA,305,4,,9.2,14920,449,21.9%,34,16,6,5,5,1.02,0.48,0.15,0.18,12.1%,22532,20258,1407,867,678,25.5%,0.36,57.1%,,0,0,0,0,-1097,-32,-1038,-1,0,8443,8443,6575,0,7877,0,32,228,14628,0,7,26,0,0
61078,Rell,Delight,SUPPORT,14,2,3,12,4.7,40,0,,1.2,9663,291,14.2%,113,59,13,18,18,3.4,1.78,0.54,0.39,40.1%,6147,825,4140,1182,185,7%,0.42,66.7%,,0,0,0,0,401,4,86,0,0,1517,1517,637,0,21700,0,33,77,21150,35,23,41,0,0
61078,K,DuDu,TOP,15,0,5,4,0.8,230,0,,6.9,10199,307,18.4%,29,10,5,4,4,0.87,0.3,0.12,0.15,10.1%,7904,6262,729,913,238,10.2%,0.12,50%,,0,0,0,0,-1212,-32,-1836,-2,0,133,133,3664,0,48120,0,15,403,29530,133,5,26,0,0
61078,Zyra,Cuzz,JUNGLE,15,0,3,7,2.3,225,202,,6.8,10168,306,18.3%,54,9,13,10,9,1.63,0.27,0.3,0.39,18.9%,26469,1148,21150,4171,797,34.1%,0.21,87.5%,,0,0,0,0,-704,14,231,0,0,0,0,9721,0,14340,0,45,792,20664,73,12,31,0,0
